fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
WEST VIRGINIA,54,2013,April,Winter Weather,0,0,0,0,Trained Spotter,"Upper air instability caused strong winds over portions of the Big Island and Maui, and induced showers and thunderstorms from the Big Island to Oahu.  The strong trade winds downed trees, which then damaged a home and a garage in one instance in windward Big Island; and they generated surf of 5 to 9 feet along the east-facing shores of Kauai, Oahu, Molokai, Maui, and the Big Island. Also, wintry conditions existed for a time above 11 thousand feet on the Island of Hawaii.  There were no reports of significant injuries."
FLORIDA,12,2013,April,Lightning,0,0,0,0,ASOS,"Low to mid level moisture surged into the Treasure Coast ahead of a diffuse, east-to-west, frontal boundary which remained nearly stationary across the southern peninsula.||Rainfall totals from early morning through evening totaled 4 to 8 inches in areas where heavier showers persisted across Indian River, St. Lucie and Martin Counties. Urban, low-land, and small stream flooding occurred, forcing some temporary road closures."
VIRGINIA,51,2013,April,Heavy Snow,0,0,0,0,AWOS,A strong storm in the Bering Sea produced a tight pressure gradient resulting in 90 mph wind gust along the Anchorage Hillside.
VIRGINIA,51,2013,April,Winter Weather,0,0,0,0,C-MAN Station,A cold front crossed the region and ushered in arctic air across the Great Lakes. Lake effect snow developed Friday Night (9th) with a loosely organized band across the St. Lawrence River. The band slowly consolidated into a better organized band over the Tug Hill by midday Saturday (10th). The band continued into Saturday evening eventually weakening and ending by Sunday. The highest snow amounts were focused over the Tug Hill with several readings nearing a foot including 10 inches at Lacona in Oswego County and 11 inches at North Osceola in Lewis County.
OREGON,41,2013,April,Thunderstorm Wind,0,0,0,0,Public,"Heavy amounts of rain, generally between 3 and 5 inches, fell in a swath stretching from Liberty county eastward through Tallahassee and into Madison county.  This event was enhanced by a passing shortwave interacting with an elevated warm front and a relatively strong low-level easterly jet.  Elevated convection developed along a line parallel to the mean storm motion, causing the line to train over the same areas and produce heavy rain.  Given the recent severe to extreme drought conditions in the area, flooding was limited to minor urban flooding around the city of Tallahassee.  One large tree also fell on a home in Tallahassee, due primarily to heavy rainfall weakening the root system of the tree.  All recorded wind gusts in the area were under 30 mph and the atmospheric setup was not favorable for severe winds to reach the surface."
CALIFORNIA,6,2013,April,Tornado,0,0,0,0,NWS Employee,An ice jam on Flat Creek in the southwest part of Jackson caused localized flooding of structures in two areas. The creek was flooded from the Snow King Avenue bridge to High School Road. Several homes had basement and garage flooding near Crabtree Lane and Shelby Lane. Also affected was an automotive repair shop on Berger Lane.
FLORIDA,12,2013,April,Tornado,0,0,0,0,County Official,"Dense fog developed during the early morning hours over the Rolling Plains and South Plains. In Dickens county, a fatality vehicle accident occurred at the intersection of Farm to Market Road 264 and U.S. Highway 82 at 805am CST. The driver of the vehicle failed to stop at a stop sign and drove into the path of a semi-truck killing the two passengers. The drivers of the semi-truck were uninjured."
MINNESOTA,27,2013,April,Heavy Snow,0,0,0,0,Unknown,A hurricane force low pressure system in the Western Gulf of Alaska rapidly weakened on the night of 12.11. The associated front moved onto the Eastern Gulf Coast causing warm moist air to move over colder surface air in the Northern Lynn Canal area by the early morning hours of 12.12. The Haines Highway got a rapid snowfall of 7 inches overnight.
HAWAII,15,2013,April,Wildfire,0,0,0,0,River/Stream Gage,A very potent low moved from the north Pacific into the Bering Sea producing strong wind across the central and eastern Aleutians. The peak wind was 81 mph in Dutch Harbor.
OREGON,41,2013,April,High Wind,0,0,0,0,CoCoRaHS,"As an upper level storm system approached the state from the west-southwest, a band of precipitation formed across central and western New Mexico on the 12th.  This band slowly shifted eastward through the 13th, however at least two more rounds of precipitation moved from southwest to northeast across the area as the main upper level low crossed the state.  Snow levels were initially high, thus, areas above 7500 feet fared well for snowfall.  Many ski areas saw over a foot of fresh snow, allowing them to open the following weekend."
WYOMING,56,2013,April,High Wind,0,0,0,0,RAWS,A large scale and slow moving Pacific trough produced significant and locally heavy snowfall to the mountains and some lower elevation areas of eastern Utah.
ILLINOIS,17,2013,April,Hail,0,0,0,0,Airplane Pilot,A large scale and slow moving Pacific trough produced significant and locally heavy snowfall to many areas of western Colorado.
LAKE MICHIGAN,91,2013,April,Marine Thunderstorm Wind,0,0,0,0,Storm Chaser,"Instability ahead of an approaching upper-level low pressure system set off several waterspouts off the coast of the La Jolla area as well as La Mesa on the 12th. As the system moved onshore, heavy rain was observed in most areas, with many locations west of the mountains and below 4000 ft. receiving two-day totals of 1-1.5 inches. Localized urban/street flooding occurred in San Diego County on SR-94, just west of I-15. The snow level dropped to around 3500 ft., providing the San Diego County Mountains with local snow accumulations of 6-14 inches above 5000 ft."
ALASKA,2,2013,April,Blizzard,0,0,0,0,Amateur Radio,A strong winter storm dropped heavy amounts of snow across northern Arizona.  Over two and a half feet of fresh snow fell over the most snow prone area of the Mogollon Rim in Forest Lakes.
NEW JERSEY,34,2013,April,Wildfire,0,0,0,0,AWSS,A strong winter storm impacted Southeast Arizona beginning early in the morning on December 12th and continued into the early morning hours of December 14th. This system produced heavy rainfall in the lower elevations with many valley location seeing in excess of one inch of rainfall and the mountains recording heavy snowfall.
KANSAS,20,2013,April,Hail,0,0,0,0,Post Office,"On the 12th and 13th, an upper-level trough moved over the state. This was a cold system that originated from the Gulf of Alaska that was associated with relatively low snow levels; however, the deeper moisture remained to the north of central California. As a result, little or no precipitation fell over much of the region; locations generally received a trace to a few hundredths of an inch of precipitation, including much of the southern Sierra Nevada. However, some snow flurries fell on the Grapevine during the 12th. Shortly after noon, the Tehachapi-Willow Springs Road was closed due to snow and ice, while about an inch of snow accumulated around Frazier Park during the late night hours of the 12th and into the following morning.||Southeast winds funneled through the Tejon Pass, producing gusts up to 40 mph in the far south end of the San Joaquin Valley at the base of the Grapevine."
KANSAS,20,2013,April,Thunderstorm Wind,0,0,0,0,Utility Company,"A series of upper level disturbances, ejecting from Baja California into southern Arizona and New Mexico before dampening out across Texas, helped lift moisture across the Rio Grande Valley into periods of rain and drizzle on consecutive weekends in December (10th/11th, 17th/18th, and 24th).  The most significant event on December 10th dropped between 1.5 inches and more than 3 inches in western Jim Hogg, Starr, and western Hidalgo County, putting a small dent in the drought by improving one category from Exceptional to Extreme."
MONTANA,30,2013,April,Winter Storm,0,0,0,0,Buoy,Fog developed during the afternoon hours across the region and became dense across Hale County. A woman traveling northbound on Interstate 27 in Hale County crossed the median and was struck by a vehicle traveling southbound. The woman in the northbound vehicle was killed while the driver of the other vehicle was injured.
NEVADA,32,2013,April,Heavy Snow,0,0,0,0,SNOTEL,A strong upper level disturbance moving from the West Coast produced up to 14 inches of snow at the summit of Wolf Creek Pass (Mineral County).
MISSOURI,29,2013,April,Hail,0,0,0,0,Insurance Company,"A wet and slow moving Pacific low pressure system moved into Arizona during the evening hours on December 12th, and brought widespread showers to the central deserts which continued into the morning hours on December 14th. Locally heavy rainfall occurred across the central deserts; many locations recored more than one inch of rain with this event. The rainfall was sufficient to cause some road damage over portions of Pinal county."
TEXAS,48,2013,April,Wildfire,0,0,0,0,Coast Guard,"Clearing skies and wet grounds in the wake of a departing Pacific low pressure system led to the development of dense fog across the western Arizona deserts during the morning hours on December 15th. Many locations along the lower Colorado river valley and across the southwest Arizona deserts observed dense fog which lowered visibilities to near zero miles, beginning during the early morning hours. By noon, the fog had mostly dissipated."
CALIFORNIA,6,2013,April,High Wind,0,0,0,0,State Official,"Low pressure moving slowly from western Iowa into southwest Wisconsin along a warm front during the afternoon and evening hours brought widespread dense fog to western portions of South Central Wisconsin during the evening hours of December 14th.  Cool temperatures and light winds combined with a saturated atmosphere in the lower levels to produce the dense fog with visibilities of 1/4 mile or less. The fog lifted first, as dew point depressions grew with warming temperatures as the warm front lifted through, then secondly as drier air spread across the region with the trailing cold front as the low lifted into northern Wisconsin around midnight."
NEVADA,32,2013,April,High Wind,0,0,0,0,Mariner,A strong storm produced gusty high wind across the Eastern Aleutians and Alaska Peninsula.
WASHINGTON,53,2013,April,High Wind,0,0,0,0,SHAVE Project,A slushy mixture of rain and snow contributed to a fatal accident on US Highway 45 near Bruce Crossing at 11 am on the morning of the 14th.
MONTANA,30,2013,April,Heavy Snow,0,0,0,0,WLON,Showers and thunderstorms developed across North Texas in association with a Pacific cold front and an upper level system that was shearing out across the Plains. One storm produced hail up to the size of quarters between Decatur and Rhome.
KANSAS,20,2013,April,Tornado,0,0,0,0,Drought Monitor,A brief period of strong winds in the Elk Mountain area contributed to the blow over of a semi-truck on Interstate 80 near milepost 252 in Carbon County.
COLORADO,8,2013,April,Thunderstorm Wind,0,0,0,0,911 Call Center,"A front moved onto the Eastern Gulf Coast on the morning of 12/14. Because the low pressure system in the Western Gulf was weak, wind did not erode the cold air over Yakutat causing heavy snow."
ARIZONA,4,2013,April,High Wind,0,0,0,0,Social Media,"The ground across southwest and south central Arizona remained moist on December 15th, and with light wind and generally clear skies, locally dense fog developed again over the lower Arizona desert during the morning hours. Although patchy dense fog occurred from Phoenix westward to the lower Colorado river, some of the most dense fog occurred over portions of the southeast greater Phoenix area. Several trained spotters reported visibility at or below one quarter mile during the morning hours."
ILLINOIS,17,2013,April,Strong Wind,0,0,0,0,NPOP,Heavy rainfall from December 14th through December 16th and from December 19th through December 20th caused several rivers over western Arkansas to rise above flood stage.
ARIZONA,4,2013,April,Dust Storm,0,0,0,0,Newspaper,"This upper-level low pressure system developed right on the heels of the last and became a closed low over the Northern Baja for 2 days, drawing moisture back into the area along with strong, widespread offshore winds. This system also set off intense showers and isolated thunderstorms with pea-sized hail (accumulations in Rancho Cucamonga and Mission Viejo), as well as several funnel clouds spotted east of John Wayne Airport. Most of the rain with this system was confined to Orange County, the Inland Empire and the northern mountains. Heavy rain was observed in Orange County and the Inland Empire on the 15th and 16th with locations there recording between one-quarter and one-half inch.  The snow level dropped to around 3500 ft., with accumulations of 3 to 8 inches there. Bear Mountain resort recorded 12 to 16 inches. Strong winds were also observed with this storm, especially on the 16th, which was a more widespread wind event than early December, impacting all counties, including San Diego County, with warning-level winds. Several wind gusts of 45-65 mph were reported in the Santa Ana Mountains, the Inland Empire and San Diego County Mountains. Several trees and power poles were downed, leaving many without power."
SOUTH DAKOTA,46,2013,April,Winter Storm,0,0,0,0,Other Federal Agency,Low pressure tracking across southern Canada dragged a cold front across the region. The convection accompanying the front produced wind gusts estimated to 70 mph across the higher elevations of Wyoming County. Four power poles were downed in Warsaw. Trees were downed in Pike and Arcade.
WYOMING,56,2013,April,Winter Storm,0,0,0,0,Department of Highways,"A swell from a strong low far northwest of the islands produced surf of 15 to 20 feet along the north-facing shores of Niihau, Kauai, and Oahu; 12 to 16 feet along the north-facing shores of Molokai and Maui; and 10 to 15 feet along the west-facing shores of Niihau, Kauai, and Oahu.  No serious property damage or injuries were reported."
NEBRASKA,31,2013,April,Thunderstorm Wind,0,0,0,0,Official NWS Observations,"The next storm moved into California on December 15th. Rain fell as far south as Madera on the east side of the San Joaquin Valley, but fell along the length of the west side of the Valley with light rain falling as far south as Bakersfield. This case of rain shadowing resulted in Fresno remaining dry while measurable rain fell to the north, west and south of the city. The trace of rain that fell at Meadows Field on December 15th-16th was the only rain for Bakersfield for the month of December, tying for the third driest December on record.||Showers continued over the Kern County deserts into the 17th. A couple of evening showers drifted northwest across the Tehachapi Mountains, bringing light rain as far north as Wheeler Ridge. Another system dropped south along the California coast the next day, moving inland on December 19th. Although this system only brought some clouds to the state, it was the ridge that developed behind the trough that brought extreme cold to the central and southern San Joaquin Valley.||The Tule fog returned to the San Joaquin Valley after the trough pushed east of the state. Fog development occurred for the next several days over the San Joaquin Valley; while the higher elevations, including the Sierra Nevada, nearby foothills, and the desert areas, generally had plenty of sunshine. An inside-slider trough moved over the Great Basin and allowed the upper-level ridge to weaken by the 21st of the month."
NEBRASKA,31,2013,April,Hail,0,0,0,0,Mesonet,Gusty west to northwest winds occurred across the Lehigh Valley and the Poconos for a couple of hours following a cold frontal passage during the morning of the 16th. Peak wind gusts averaged 40 to 50 mph and tore down weak tree limbs. Peak wind gusts included 51 mph at the Lehigh Valley International Airport and 43 mph in Mount Pocono (Monroe County).
ARIZONA,4,2013,April,Dust Storm,0,4,0,0,Law Enforcement,"A clipper-type storm system moved southeastward across northwest Illinois during the late evening of December 16 and the early morning hours of December 17.  Snowfall totals of 3 to 4 inches fell in parts of Jo Daviess, Stephenson, and Carroll Counties."
COLORADO,8,2013,April,Tornado,0,0,0,0,NWS Storm Survey,Gusty west to northwest winds occurred across the higher terrain of northwest New Jersey following a cold frontal passage during the morning of the 16th. Peak wind gusts averaged 45 to 55 mph and tore down weak tree limbs. Peak wind gusts included 56 mph in Wantage (Sussex County) and 44 mph in Stewartsville (Warren County).
IOWA,19,2013,April,Hail,0,0,0,0,Emergency Manager,Slippery roads from several inches of lake effect snow contributed to numerous car accidents across Gogebic County on the 16th.
UTAH,49,2013,April,High Wind,0,0,0,0,Fire Department/Rescue,A weak low pressure system moved over the Queen Charlotte Islands on the afternoon of 12.16. This system was enought to bring heavy snow to the Misty Fjords area. |Hyder measured 2.3 inches of new snow on 12.16 and 10.3 inches on 12.17 for a storm total of 12.6 inches.
UTAH,49,2013,April,Winter Storm,0,0,0,0,Broadcast Media,Another round of strong and gusty north to northeast winds developed across the mountains of Ventura and Los Angeles counties as well as the Santa Clarita Valley. Wind gusts between 58 and 78 MPH were reported.
IDAHO,16,2013,April,Heavy Snow,0,0,0,0,Park/Forest Service,"An intense storm brought high wind to the south central region of Alaska and Prince William Sound. Along with the high wind, snow and blowing snow in Portage Valley and Thompson Pass produced blizzard conditions. The peak wind along the Anchorage Hillside was 14 mph at Glenn Alps. Two roofs were partially blown off in Bear Valley frim the high wind."
CALIFORNIA,6,2013,April,Strong Wind,0,0,0,0,COOP Observer,A band of showers developed in the vicinity of the Gulf Stream ahead of a cold front and a brief waterspout formed underneath one of the heavier showers before dissipating offshore of Hobe Sound Beach.
OKLAHOMA,40,2013,April,Hail,0,0,0,0,Trained Spotter,Strong westerly winds aloft resulted in strong surface winds across portions of North Central Montana. Wind gusts in excess of 60 mph were reported.
COLORADO,8,2013,April,Hail,0,0,0,0,ASOS,A strong cutoff low moved across extreme Southern New Mexico and into the Texas Panhandle bringing heavy snows to portions of the Gila and Sacramento Mountains.
NEBRASKA,31,2013,April,Winter Storm,0,0,0,0,AWOS,"A strong upper level storm system moved across southern New Mexico, and initially brought heavy snow to western and central New Mexico.  Then, a very strong cold front plowed across the northeast and east central plains bringing winds up to 60 mph and more heavy snow. More than a foot of snow fell across Union County.  This caused drifts to be more than 6 feet high in some locations, which stranded holiday travelers, and in at least one case, buried them."
CALIFORNIA,6,2013,April,Dust Devil,0,0,0,0,C-MAN Station,"A monster storm in the Bering Sea had an associated front move all the way across the Gulf to the Panhandle on 12.18. Although most of the area was warm and windy with rain, but Northern Lynn Canal got heavy snow at higher elevations."
ARIZONA,4,2013,April,Strong Wind,0,0,0,0,Public,A 964 mb low just east of the Pribilof Islands at 1500AKST on the 17th moved into the southwest mainland of Alaska by 1500AKST on the 18th.  ||Zone 215: Heavy snowfall was observed in parts of the lower Yukon Valley on the afternoon of the 17th into the morning of the 18th.  It was estimated by the city office in Russian Mission that 12 inches of snow fell.
NEBRASKA,31,2013,April,Winter Storm,0,0,1,0,NWS Employee,"A trade wind swell caused surf of 6 to 8 feet along the east-facing shores of Kauai, Oahu, Molokai, Maui, and the Big Island of Hawaii.  There were no reports of significant injuries or property damage."
OHIO,39,2013,April,Hail,0,0,0,0,County Official,A slow moving storm system brought widespread rain to Northeast Kansas during the afternoon and evening of Monday Dec 19th.  The rain turned to snow across parts of the area and became heavy at times.  By the morning of Tuesday Dec 20th parts of Central Kansas had received 6 inches of snow.  Freezing drizzle and light freezing rain and sleet also occurred across the area during the overnight and early morning hours of the 20th across the area.  This produce a light glaze on elevated surfaces generally one quarter inch or less.  No power outages due to ice were reported.
COLORADO,8,2013,April,Winter Storm,0,0,0,0,Unknown,"A powerful upper level closed low pressure system moved across West Texas on the 19th. Although most snowfall and blizzard conditions were observed well north of the Lubbock CWA, the extreme southwestern Texas panhandle received some snowfall. ||Snowfall accumulation totals: Friona (Parmer County)...1.0 inch, Dimmitt (Castro County)...1.0 inch."
NEVADA,32,2013,April,Thunderstorm Wind,0,0,0,0,River/Stream Gage,"A winter storm brought heavy snow to southern Lincoln County.  Trained spotters in and around Karval measured 7 to 10 inches of snowfall.  In northern Lincoln County the combination of light snow and freezing drizzle produced extremely hazardous road conditions and caused numerous accidents.  The accidents involved 20 to 30 vehicles along Interstate 70, from around Bennett to east of Hugo.  The driver and an inmate of a 15-passenger van operated by the Department of Corrections were killed when she lost control of the van and it rolled over.  The accident occurred about 5 miles east of Limon.  Another driver was killed when he lost control of his vehicle and rolled it several times, between Manila Road and Bennett."
NEVADA,32,2013,April,Strong Wind,0,0,0,0,CoCoRaHS,"A powerful upper level storm system tracking across northern New Mexico combined with polar air across the eastern Colorado plains.  The result was significant snow and strong winds across many sections of southern Colorado...including blizzard conditions.  Localized snow drifts up to 10 feet were noted...especially over sections of Baca County.  There were numerous accidents across far southeast Colorado, and nearly 30 people needed to be rescued in Baca County alone. Livestock also needed special provision.  Lighter snow accumulations under 6 inches occurred across the northern Sangre de Cristo Mountains and Pikes Peak Region, and adjacent valleys and plains.  The highest totals occurred from the southern Sangre de Cristo Mountains to the far southeast Colorado plains. Some of the higher snow totals were...6 to 8 inches from southern El Paso and eastern Fremont Counties to Crowley County...10 to 15 inches in a wide swath from Huerfano County through Pueblo, Otero and Las Animas Counties into Kiowa, Prowers and northern Baca Counties...and 20 inches or more in southern Baca County."
MICHIGAN,26,2013,April,Dense Fog,0,0,0,0,RAWS,"During a roughly 22-hour period from the early afternoon of Monday the 19th through late morning of Tuesday the 20th, this six-county portion of North Central Kansas experienced quite a north-to-south contrast in snowfall amounts, ranging from barely a trace along the Nebraska border, to a widespread 6 to locally 8 inches across mainly southern portions of Rooks, Osborne and Mitchell Counties. In between these two extremes, locations between the Highway 36 and Highway 24 corridors generally ranged from 0.5 to 4 inches. Per reports from various sources, some of the highest totals fell at Zurich (8 inches), Hunter (6 inches), Natoma (6 inches) and 17 miles south of Osborne (6 inches). As it turned out, this portion of North Central Kansas only caught the very northern edge of a significant winter storm that slammed much of western and central Kansas with even higher snow totals of 8-15 inches. In addition to the snow itself, north-northeast winds became a factor during this event.  Sustained speeds of around 20 MPH and gusts to around 35 MPH resulted in considerable drifting and visibility restrictions, especially on the evening of the 19th as surface low pressure intensified in Texas and western Oklahoma.  ||In the mid and upper levels, the main player behind this snowfall was a powerful closed low ejecting from eastern New Mexico on the afternoon of the 19th, to eastern Kansas on the afternoon of the 20th, although gradually weakening as it churned northeast. Most of the heavier snow bands were concentrated in the first several hours of the event between the mid-afternoon and mid-evening of the 19th, as upper level diffluence and attendant mid level frontogenesis peaked in intensity between the closed low approaching from the southwest, and the entrance region of a strong northern stream jet streak centered from northern Iowa across the Great Lakes. At the same time, the sharp north edge of accumulating snowfall was reinforced by the intrusion of dry low level air from a nearby surface ridge axis. Although bands of moderate to heavy snow became a bit more fragmented by midnight of the 20th, occasional flare-ups of banded snow continued through the late night and into the day, before largely ending by late morning. For several days after this event, a daily temperature gradient of at least 5-10 degrees took shape between areas nearer the Nebraska border with little to no snow cover, and the deeper snow pack across southern portions of Rooks, Osborne and Mitchell Counties."
E PACIFIC,86,2013,April,Marine High Wind,0,0,0,0,Airplane Pilot,"A vigorous upper low moved across southern California tracked eastward across the southwestern states and central Rockies and then lifted northeast across the eastern Texas Panhandle. A strong cold front pushed south across the Texas Panhandle producing strong northerly winds. Abundant low level moisture along with the cold air and upper low combined to produce heavy snow and strong winds which resulted in blizzard conditions across much of the northern, central and western Texas Panhandle. Although no injuries or fatalities were reported, a Greyhound bus slid off the road in Oldham county on Interstate 40 westbound and there were between seventy-five and one hundred stranded motorists."
WASHINGTON,53,2013,April,Heavy Snow,0,0,0,0,Storm Chaser,A vigorous upper low moved across southern California tracked eastward across the southwestern states and central Rockies and then lifted northeast across the eastern Texas Panhandle. A strong cold front pushed south across the Oklahoma Panhandle producing strong northerly winds. Abundant low level moisture along with the cold air and upper low combined to produce heavy snow and strong winds which resulted in blizzard conditions across the Oklahoma Panhandle. No damages or injuries were reported.
NORTH DAKOTA,38,2013,April,Heavy Snow,0,0,0,0,Amateur Radio,Strong winds at the base of a potent upper trough imparted high winds to the Guadalupe and Davis Mountains.
COLORADO,8,2013,April,High Wind,0,0,0,0,AWSS,"Strong winds combined with heavy snowfall brought blizzard conditions to parts of Northwest Kansas.  The snowfall began during the late morning of the 19th, lasting into the morning of the 20th.  Frequent reports of visibilities of a quarter mile or less were reported with this storm.  The highest snowfall amounts occurred over Greeley and Wichita counties where almost 13.5 and 11 inches were reported respectively.  Snowfall amounts of seven to nine inches quickly declined to two or three inches from south to north over Wallace, Logan, and Gove counties."
NEBRASKA,31,2013,April,Tornado,0,0,0,0,Post Office,"A low pressure system over the Texas panhandle, moved east northeast and spread|a mixture of light rain and light snow across the area, during the evening into the early|morning hours, of December 19th and 20th, 2011. Accumulations of up to an inch of|snow, was reported across Atchison County."
NEBRASKA,31,2013,April,Heavy Rain,0,0,0,0,Utility Company,"A strong storm system moved northeast from New Mexico into Colorado Friday, December 2nd and into western Kansas Friday night.  The precipitation began as rain across western and northern parts of the DDC CWA, and began to change to snow and patchy freezing drizzle Friday night into Saturday, December 3rd.  The stormed tracked to north central Kansas by Saturday night.  Before it departed, up to 5 inches of snow fell in parts of central Kansas.  The 5-inch maximum of snow fell across northwestern Trego County, mainly west of Wakeeney.  A narrow band (10-20 miles wide) of 3 to 4 inches of snow fell from extreme northwest Ellis County southwestward through central Trego County and then west over northern parts of both Lane and Scott Counties.  Southeast of this heavier snow, there was a 30 to 50 mile wide swath of one to two inches of snow that fell from near Hays in Ellis County to near Ness City in Ness County to northwestern Finney County and then on southwestward to near Syracuse in Hamilton County.  Early in the event, mainly during Friday night, there was patchy freezing drizzle mainly in Ellis, Trego and Scott Counties, which caused a few slick spots on roadways. |||12/19/11 1200 CST to 12/20/11 2100 CST||Barber-Comanche-Clark-Edwards-Ellis-Finney-Ford-Grant-Gray-Hamilton-Haskell- Hodgeman-    Kearny-Kiowa-Lane-Meade-Morton-Ness-Pawnee-Pratt-Rush-Scott-Seward-Stafford-Stanton-Stevens-Trego||A very strong upper level winter storm moved from southern New Mexico into Western Kansas on Monday, December 19th.  Late Monday, a strong cold front crashed southward from Wyoming and Nebraska, colliding with the abundant moisture the upper level storm brought to western Kansas.  Strong winds behind the cold front blew from the north at 20 to 30 MPH, with gusts as high as 45 MPH, mainly Monday night and early Tuesday.  Full white-out blizzard conditions were reported by many county officials, especially north of a line from Johnson City to Dodge City to Kinsley, Monday night and into Tuesday, December 20th.  Numerous accidents were reported, as well as were snow drifts as deep as 2 to 5 feet during and after the blizzard.||Over much of the affected area, there was one or more periods of light freezing drizzle mixed in with the snow, which served to make many roadways slick.  The heavy snow fell in 10 to 25 mile wide band, and in the shape of an arch, from Elkhart in Morton County northward to Syracuse in Hamilton County, then northeast to near Scott City in Scott County, then eastward to east of Hays in Ellis County.  There were reports of more than 2 feet of snow along the Colorado/Kansas border in western Stanton county.  The highest official snowfall report of 15 inches was from 10 miles southeast of Scott City.  The second highest report was 14 inches from Victoria in Ellis County.  Over 10 inches fell in the band described above, with another noteworthy report of 12 inches from Elkhart in Morton County.  A large area received from 4 to 9 inches east of the heavier band mentioned above, and also west of a line from Englewood in southern Clark County, to Bucklin in southern Ford County, to Kinsley in Edwards County, to near Victoria in eastern Ellis County.  One to Three inches of snow fell east of the 4 to 8 inch area, but no snow accumulated in Barber County."
CALIFORNIA,6,2013,April,Strong Wind,0,1,0,0,Buoy,"A low pressure system over the Texas panhandle, moved east northeast and spread|a mixture of light rain and light snow across northern Missouri, during the evening into|the morning hours, of December 19th and 20th, 2011. Accumulations of up to an inch|of snow was reported, mainly along and north of Highway 36."
NEW MEXICO,35,2013,April,High Wind,0,0,0,0,SNOTEL,An upper low south of the Big Island brought heavy rain and wintry conditions to parts of that isle.  There were no reports of serious property damage or injuries.
WISCONSIN,55,2013,April,Lightning,0,0,0,0,Insurance Company,A winter storm system dropped south out of Canada and brought accumulating snow and gusty north winds to the Beartooth/Absaroka Mountains and adjacent eastern foothills.
IOWA,19,2013,April,Heavy Rain,0,0,0,0,Coast Guard,"A winter storm, moving across the international border, brought light accumulations of wet snow to most locations across northeast Montana."
IOWA,19,2013,April,Thunderstorm Wind,0,0,0,0,State Official,"A broad upper level trough located west of the area provided southwesterly flow with a series of upper level disturbances ejecting northeastward.  Moist southerly low level flow off of the Gulf of Mexico provided ample moisture.  The result was pockets of heavy rain in excess of 3 inches in a 24 hour period across portions of southeast Alabama.  In addition to the heavy rainfall, instability gradually increased through December 22nd with a continuous feed of moist air from the Gulf of Mexico.  A combination of instability and increased shear allowed for the development of some convection across the area on the 21st and 22nd with an isolated report of a funnel cloud on the 21st and 60 mph winds on the 22nd."
NEBRASKA,31,2013,April,Winter Weather,0,0,0,0,Mariner,A tornado occurred during the morning hours of the 20th and affected the DeQuincy hospital.
MINNESOTA,27,2013,April,Winter Storm,0,0,0,0,SHAVE Project,A Pacific storm moved across western Montana and brought widespread snowfall. Reported storm totals were from 2 inches to 5 inches.
IOWA,19,2013,April,Winter Storm,0,0,0,0,WLON,A storm over Bristol Bay moved east and brought snow and wind to northern Prince William Sound resulting in a blizzard through Thompson Pass. Twenty six inches of snow fell in the pass with strong wind.
WISCONSIN,55,2013,April,Heavy Rain,0,0,0,0,Drought Monitor,Strong westerly winds aloft brought strong winds to the surface. Wind gusts in excess of 60 mph were eported.
NEBRASKA,31,2013,April,Strong Wind,0,0,0,0,911 Call Center,A strong storm moved into southwest Alaska bringing snow and strong wind to the Bristol Bay region that spread east as the front moved north and east. High wind spread into the Anchorage area and heavy snow fell in the Susitna Valley. The Heavy snow continued to the east and blanketed the Thompson Pass area. High wind in the pass combined with 30 inches of snow resulted in a blizzard through the pass and extreme avalanche threat. The peak wind in Anchorage was 84 mph.
NEBRASKA,31,2013,April,Flood,0,0,0,0,Social Media,"A broad upper level trough located west of the area provided southwesterly flow and a series of upper level disturbances ejecting northeastward.  Moist southerly low level flow off the Gulf of Mexico provided ample moisture.  The result was pockets of heavy rain in excess of 3 inches in a 24 hour period across portions of southeast Alabama, southwest Georgia, and northwest Florida."
WISCONSIN,55,2013,April,Hail,0,0,0,0,NPOP,Strong west winds impacted the Big Timber area. These winds resulted in dangerous cross winds on Interstate 90.
IOWA,19,2013,April,Winter Weather,0,0,0,0,Newspaper,A Pacific storm brought heavy snow to portions of Southwest Montana. Snow amounts in excess of 8 inches were reported.
NEBRASKA,31,2013,April,Thunderstorm Wind,2,0,0,0,Other Federal Agency,A hurricane force low began to develop in the North Pacific on the afternoon of 12.21 with warm moist air aloft moving over cooler air near the surface for the Northern Lynn Canal area. By the early morning of 12.22 this storm extended into the Central Gulf of Alaska with very strong surface pressure gradients for very strong winds over the entire Panhandle while continuing to cause heavy snow. This system rapidly weakened on the late afternoon and evening of 12.22.
OREGON,41,2013,April,Frost/Freeze,0,0,0,0,Department of Highways,"An upper level storm system moved across the region and spread snow across the area. While snow was widespread, amounts were generally only a couple of inches. However, some areas, especially in the high country of southeast Wyoming, heavier amounts were observed."
CALIFORNIA,6,2013,April,Frost/Freeze,0,0,0,0,Official NWS Observations,"A cold front pushed into Central Alabama during the day on Wednesday, December 21, 2011, eventually stalling northeast to southwest, bisecting the forecast area in half. In a marginally unstable airmass ahead of the front (effective bulk shear around 50 kts and CAPE between 500-1000 J/kg), strong storms developed. As low level shear increased, several storms showed signs of rotation, with one producing damage near the Georgia state line in Randolph County."
